material_id,cnc_num,load_start_time,unload_start_time
184,8,04:52:41,05:04:43
185,1,04:54:51,00:00:00
186,2,04:56:15,05:07:24
187,3,04:57:59,05:09:11
188,4,04:59:23,05:10:32
189,5,05:01:07,05:12:19
190,6,05:02:31,05:13:40
191,7,05:04:15,05:15:27
192,8,05:05:39,05:16:48
193,1,05:06:56,05:19:01
194,2,05:08:20,05:20:22
195,3,05:10:04,05:22:09
196,4,05:11:28,05:23:30
197,5,05:13:12,05:25:17
198,6,05:14:36,05:26:38
199,7,05:16:20,05:28:25
200,8,05:17:44,05:29:46
201,1,05:19:54,05:32:30
202,2,05:21:18,00:00:00
203,3,05:23:02,05:34:11
204,4,05:24:26,05:35:32
205,5,05:26:10,05:37:19
206,6,05:27:34,05:38:40
207,7,05:29:18,05:40:27
208,8,05:30:42,05:41:48
209,2,05:31:59,05:45:22
210,1,05:33:23,05:44:01
211,3,05:35:04,05:47:09
212,4,05:36:28,05:48:30
213,5,05:38:12,05:50:17
214,6,05:39:36,05:51:38
215,7,05:41:20,05:53:25
216,8,05:42:44,05:54:46
217,1,05:44:54,05:56:59
218,2,05:46:18,05:58:20
219,3,05:48:02,06:00:07
220,4,05:49:26,06:01:28
221,5,05:51:10,06:03:15
222,6,05:52:34,00:00:00
223,7,05:54:18,06:05:27
224,8,05:55:42,06:06:48
225,1,05:57:52,06:09:01
226,2,05:59:16,06:10:22
227,3,06:01:00,06:12:09
228,4,06:02:24,06:13:30
229,5,06:04:08,06:15:17
230,6,06:04:36,06:16:38
231,7,06:06:20,06:18:25
232,8,06:07:44,06:19:46
233,1,06:09:54,06:21:59
234,2,06:11:18,06:23:20
235,3,06:13:02,06:25:07
236,4,06:14:26,06:26:28
237,5,06:16:10,06:28:15
238,6,06:17:34,06:29:36
239,7,06:19:18,06:31:23
240,8,06:20:42,06:32:44
241,1,06:22:52,06:34:57
242,2,06:24:16,06:36:18
243,3,06:26:00,06:38:05
244,4,06:27:24,06:39:26
245,5,06:29:08,06:41:13
246,6,06:30:32,06:42:34
247,7,06:32:16,06:44:21
248,8,06:33:40,06:45:42
249,1,06:35:50,06:47:55
250,2,06:37:14,06:49:16
251,3,06:38:58,06:51:03
252,4,06:40:22,06:52:24
253,5,06:42:06,06:54:11
254,6,06:43:30,06:55:32
255,7,06:45:14,06:57:19
256,8,06:46:38,06:58:40
257,1,06:48:48,07:00:53
258,2,06:50:12,07:02:14
259,3,06:51:56,07:04:01
260,4,06:53:20,07:05:22
261,5,06:55:04,07:07:09
262,6,06:56:28,07:08:30
263,7,06:58:12,07:10:17
264,8,06:59:36,07:11:38
265,1,07:01:46,07:13:51
266,2,07:03:10,07:15:12
267,3,07:04:54,07:16:59
268,4,07:06:18,07:18:20
269,5,07:08:02,07:20:07
270,6,07:09:26,07:21:28
271,7,07:11:10,07:23:46
272,8,07:12:34,00:00:00
273,1,07:14:44,07:25:53
274,2,07:16:08,07:27:14
275,3,07:17:52,07:29:01
276,4,07:19:16,07:30:22
277,5,07:21:00,07:32:09
278,6,07:22:24,07:33:30
279,8,07:23:15,07:36:38
280,7,07:24:39,07:35:17
281,1,07:26:46,07:38:51
282,2,07:28:10,07:40:12
283,3,07:29:54,07:41:59
284,4,07:31:18,07:43:20
285,5,07:33:02,07:45:07
286,6,07:34:26,07:46:28
287,7,07:36:10,07:48:15
288,8,07:37:34,07:49:36
289,1,07:39:44,07:51:49
290,2,07:41:08,07:53:10
291,3,07:42:52,07:54:57
292,4,07:44:16,07:56:18
293,5,07:46:00,07:58:05
294,6,07:47:24,07:59:26
295,7,07:49:08,00:00:00
296,8,07:50:32,00:00:00
297,1,07:52:42,00:00:00
298,2,07:54:06,00:00:00
299,3,07:55:50,00:00:00
300,4,07:57:14,00:00:00
301,5,07:58:58,00:00:00
