material_id,cnc_num,load_start_time,unload_start_time
157,5,04:08:01,04:19:04
158,6,04:09:25,04:20:23
159,7,04:11:07,04:22:10
160,8,04:12:31,04:23:29
161,1,04:14:41,04:25:44
162,2,04:16:05,04:27:03
163,3,04:17:47,04:28:50
164,4,04:18:14,04:30:09
165,5,04:19:56,04:31:56
166,6,04:21:20,04:33:15
167,7,04:23:02,04:35:02
168,8,04:24:26,04:36:21
169,1,04:26:36,04:38:36
170,2,04:28:00,04:39:55
171,3,04:29:42,04:41:42
172,4,04:31:06,04:43:01
173,5,04:32:48,04:44:48
174,6,04:34:12,04:46:07
175,7,04:35:54,04:47:54
176,8,04:37:18,04:49:13
177,1,04:39:28,04:51:28
178,2,04:40:52,04:52:47
179,3,04:42:34,04:54:34
180,4,04:43:58,04:55:53
181,5,04:45:40,04:57:40
182,6,04:47:04,04:58:59
183,7,04:48:46,05:00:46
184,8,04:50:10,05:02:05
185,1,04:52:20,00:00:00
186,2,04:53:44,05:04:47
187,3,04:55:26,05:06:34
188,4,04:56:50,05:07:53
189,5,04:58:32,05:09:40
190,6,04:59:56,05:10:59
191,7,05:01:38,05:12:46
192,8,05:03:02,05:14:05
193,1,05:04:20,05:16:20
194,2,05:05:44,05:17:39
195,3,05:07:26,05:19:26
196,4,05:08:50,05:20:45
197,5,05:10:32,05:22:32
198,6,05:11:56,05:23:51
199,7,05:13:38,05:25:38
200,8,05:15:02,05:26:57
201,1,05:17:12,05:29:12
202,2,05:18:36,00:00:00
203,3,05:20:18,05:31:21
204,4,05:21:42,05:32:40
205,5,05:23:24,05:34:27
206,6,05:24:48,05:35:46
207,7,05:26:30,05:37:33
208,8,05:27:54,05:38:52
209,1,05:30:04,05:41:07
210,2,05:30:31,05:42:26
211,3,05:32:13,05:44:13
212,4,05:33:37,05:45:32
213,5,05:35:19,05:47:19
214,6,05:36:43,05:48:38
215,7,05:38:25,05:50:25
216,8,05:39:49,05:51:44
217,1,05:41:59,05:53:59
218,2,05:43:23,05:55:18
219,3,05:45:05,05:57:05
220,4,05:46:29,05:58:24
221,5,05:48:11,06:00:11
222,6,05:49:35,00:00:00
223,7,05:51:17,06:02:20
224,8,05:52:41,06:03:39
225,1,05:54:51,06:05:54
226,2,05:56:15,06:07:13
227,3,05:57:57,06:09:00
228,4,05:59:21,06:10:19
229,5,06:01:03,06:12:06
230,6,06:01:30,06:13:25
231,7,06:03:12,06:15:12
232,8,06:04:36,06:16:31
233,1,06:06:46,06:18:46
234,2,06:08:10,06:20:05
235,3,06:09:52,06:21:52
236,4,06:11:16,06:23:11
237,5,06:12:58,06:24:58
238,6,06:14:22,06:26:17
239,7,06:16:04,06:28:04
240,8,06:17:28,06:29:23
241,1,06:19:38,06:31:38
242,2,06:21:02,06:32:57
243,3,06:22:44,06:34:44
244,4,06:24:08,06:36:03
245,5,06:25:50,06:37:50
246,6,06:27:14,06:39:09
247,7,06:28:56,06:40:56
248,8,06:30:20,06:42:15
249,1,06:32:30,06:44:30
250,2,06:33:54,06:45:49
251,3,06:35:36,06:47:36
252,4,06:37:00,06:48:55
253,5,06:38:42,06:50:42
254,6,06:40:06,06:52:01
255,7,06:41:48,06:53:48
256,8,06:43:12,06:55:07
257,1,06:45:22,06:57:22
258,2,06:46:46,06:58:41
259,3,06:48:28,07:00:28
260,4,06:49:52,07:01:47
261,5,06:51:34,07:03:34
262,6,06:52:58,07:04:53
263,7,06:54:40,07:06:40
264,8,06:56:04,07:07:59
265,1,06:58:14,07:10:14
266,2,06:59:38,07:11:33
267,3,07:01:20,07:13:20
268,4,07:02:44,07:14:39
269,5,07:04:26,07:16:26
270,6,07:05:50,07:17:45
271,7,07:07:32,07:20:04
272,8,07:08:56,00:00:00
273,1,07:11:06,07:22:09
274,2,07:12:30,07:23:28
275,3,07:14:12,07:25:15
276,4,07:15:36,07:26:34
277,5,07:17:18,07:28:21
278,6,07:18:42,07:29:40
279,8,07:19:32,07:32:46
280,7,07:20:56,07:31:27
281,1,07:23:01,07:35:01
282,2,07:24:25,07:36:20
283,3,07:26:07,07:38:07
284,4,07:27:31,07:39:26
285,5,07:29:13,07:41:13
286,6,07:30:37,07:42:32
287,7,07:32:19,07:44:19
288,8,07:33:43,07:45:38
289,1,07:35:53,07:47:53
290,2,07:37:17,07:49:12
291,3,07:38:59,07:50:59
292,4,07:40:23,07:52:18
293,5,07:42:05,07:54:05
294,6,07:43:29,07:55:24
295,7,07:45:11,07:57:11
296,8,07:46:35,07:58:30
297,1,07:48:45,00:00:00
298,2,07:50:09,00:00:00
299,3,07:51:51,00:00:00
300,4,07:53:15,00:00:00
301,5,07:54:57,00:00:00
302,6,07:56:21,00:00:00
303,7,07:58:03,00:00:00
304,8,07:59:27,00:00:00
