material_id,cnc_num,load_raw_start,unload_half_start,load_half_start,unload_pipe_start
144,1,6:35:44,6:43:15,6:43:46,6:52:47
145,5,6:38:40,6:48:14,6:48:45,6:58:39
146,3,6:41:31,6:50:57,6:51:28,7:01:22
147,1,6:44:14,6:53:40,6:54:11,7:04:05
148,7,6:46:30,6:56:49,6:57:20,7:07:14
149,5,6:49:13,6:59:32,7:00:03,7:09:57
150,3,6:51:56,7:02:15,7:02:46,7:12:40
151,1,6:54:39,7:04:58,7:05:29,7:15:23
152,7,6:57:48,7:08:07,7:08:38,7:18:32
153,5,7:00:31,7:10:50,7:11:21,7:21:15
154,3,7:03:14,7:13:33,7:14:04,7:23:58
155,1,7:05:57,7:16:16,7:16:47,7:26:41
156,7,7:09:06,7:19:25,7:19:56,7:29:50
157,5,7:11:49,7:22:08,7:22:39,7:32:33
158,3,7:14:32,7:24:51,7:25:22,7:35:16
159,1,7:17:15,7:27:34,7:28:05,7:37:59
160,7,7:20:24,7:30:43,7:31:14,7:41:08
161,5,7:23:07,7:33:26,7:33:57,7:43:51
162,3,7:25:50,7:36:09,7:36:40,7:46:34
163,1,7:28:33,7:38:52,7:39:23,7:49:17
164,7,7:31:42,7:42:01,7:42:32,7:52:26
165,5,7:34:25,7:44:44,7:45:15,7:55:09
166,3,7:37:08,7:47:27,7:47:58,7:57:52
167,1,7:39:51,7:50:10,7:50:41,0:00:00
168,7,7:43:00,7:53:19,7:53:50,0:00:00
169,5,7:45:43,7:56:02,7:56:33,0:00:00
170,3,7:48:26,7:58:45,7:59:16,0:00:00
171,2,7:51:09,0:00:00,0:00:00,0:00:00
172,8,7:54:18,0:00:00,0:00:00,0:00:00
173,6,7:57:01,0:00:00,0:00:00,0:00:00
174,4,7:59:44,0:00:00,0:00:00,0:00:00
