material_id,cnc_num,load_raw_start,unload_half_start,load_half_start,unload_pipe_start
188,7,01:44:40,01:56:23,01:56:58,02:08:11
189,1,01:48:19,02:00:02,02:00:37,02:11:50
190,3,01:51:22,02:03:05,02:03:40,02:14:53
191,5,01:54:25,02:06:08,02:06:43,02:17:56
192,7,01:57:28,02:09:11,02:09:46,02:20:59
193,1,02:01:07,02:12:50,02:13:25,02:24:38
194,3,02:04:10,02:15:53,02:16:28,02:27:41
195,5,02:07:13,02:18:56,02:19:31,02:30:44
196,7,02:10:16,02:21:59,02:22:34,02:33:47
197,1,02:13:55,02:25:38,02:26:13,02:37:26
198,3,02:16:58,02:28:41,02:29:16,02:40:29
199,5,02:20:01,02:31:44,02:32:19,02:43:32
200,7,02:23:04,02:34:47,02:35:22,02:46:35
201,1,02:26:43,02:38:26,02:39:01,02:50:14
202,3,02:29:46,02:41:29,02:42:04,02:53:17
203,5,02:32:49,02:44:32,02:45:07,02:56:20
204,7,02:35:52,02:47:35,02:48:10,02:59:23
205,1,02:39:31,02:51:14,02:51:49,03:03:02
206,3,02:42:34,02:54:17,02:54:52,03:06:05
207,5,02:45:37,02:57:20,02:57:55,03:09:08
208,7,02:48:40,03:00:23,03:00:58,03:12:11
209,1,02:52:19,03:04:02,03:04:37,03:15:50
210,3,02:55:22,03:07:05,03:07:40,03:18:53
211,5,02:58:25,03:10:08,03:10:43,03:21:56
212,7,03:01:28,03:13:11,03:13:46,03:24:59
213,1,03:05:07,03:16:50,03:17:25,03:28:38
214,3,03:08:10,03:19:53,03:20:28,03:31:41
215,5,03:11:13,03:22:56,03:23:31,03:34:44
216,7,03:14:16,03:25:59,03:26:34,03:36:42
217,1,03:17:55,03:29:38,03:30:13,03:43:52
218,3,03:20:58,03:32:41,03:33:16,03:42:29
219,6,03:24:01,00:00:00,00:00:00,00:00:00
220,7,03:27:04,03:37:42,03:38:17,03:50:02
221,1,03:30:43,03:44:52,03:45:27,03:57:17
222,5,03:33:46,03:40:03,03:41:01,03:53:05
223,3,03:35:44,03:47:13,03:48:11,04:00:20
224,7,03:38:47,03:51:02,03:51:37,04:04:32
225,5,03:41:54,03:54:28,03:55:26,04:07:35
226,1,03:45:57,03:58:17,03:58:52,04:11:47
227,3,03:49:04,04:01:43,04:02:41,04:14:50
228,7,03:52:07,04:05:32,04:06:07,04:19:02
229,5,03:56:19,04:08:58,04:09:56,04:22:05
230,1,03:59:22,04:12:47,04:13:22,04:26:17
231,3,04:03:34,04:16:13,04:17:11,04:29:20
232,7,04:06:37,04:20:02,04:20:37,04:33:32
233,5,04:10:49,04:23:28,04:24:26,00:00:00
234,1,04:13:52,04:27:17,04:27:52,04:39:42
235,3,04:18:04,04:30:43,04:31:41,04:42:45
236,7,04:21:07,04:34:32,04:35:07,04:46:57
237,5,04:25:19,04:36:53,04:37:51,04:50:00
238,1,04:28:22,04:40:42,04:41:17,04:54:12
239,3,04:32:34,04:44:08,04:45:06,04:57:15
240,7,04:35:37,04:47:57,04:48:32,05:01:27
241,5,04:38:44,04:51:23,04:52:21,05:04:30
242,1,04:41:47,04:55:12,04:55:47,05:08:42
243,3,04:45:59,04:58:38,04:59:36,05:11:45
244,7,04:49:02,05:02:27,05:03:02,05:15:57
245,5,04:53:14,05:05:53,05:06:51,05:19:00
246,1,04:56:17,05:09:42,05:10:17,05:23:12
247,3,05:00:29,05:13:08,05:14:06,05:26:15
248,7,05:03:32,05:16:57,05:17:32,05:30:27
249,5,05:07:44,05:20:23,05:21:21,05:33:30
250,1,05:10:47,05:24:12,05:24:47,05:37:42
251,3,05:14:59,05:27:38,05:28:36,05:40:45
252,7,05:18:02,05:31:27,05:32:02,05:44:57
253,5,05:22:14,05:34:53,05:35:51,05:48:00
254,1,05:25:17,05:38:42,05:39:17,05:52:12
255,3,05:29:29,05:42:08,05:43:06,05:55:15
256,7,05:32:32,05:45:57,05:46:32,05:59:27
257,5,05:36:44,05:49:23,05:50:21,06:02:30
258,1,05:39:47,05:53:12,05:53:47,06:06:42
259,3,05:43:59,05:56:38,05:57:36,06:09:45
260,7,05:47:02,06:00:27,06:01:02,06:15:32
261,5,05:51:14,06:03:53,06:04:51,06:14:09
262,1,05:54:17,06:07:42,06:08:17,06:21:31
263,6,05:58:29,00:00:00,00:00:00,00:00:00
264,7,06:01:32,06:16:32,06:17:07,06:30:22
265,3,06:05:44,06:12:06,06:12:41,06:22:54
266,2,06:08:47,00:00:00,00:00:00,00:00:00
267,5,06:11:08,06:18:35,06:19:10,06:28:59
268,3,06:13:11,06:23:54,06:24:29,06:33:43
269,7,06:17:37,06:31:22,06:31:57,06:42:10
270,1,06:19:40,06:25:57,06:27:13,06:36:46
271,1,06:20:56,06:37:46,06:38:21,06:48:34
272,3,06:24:59,06:34:43,06:35:18,06:45:31
273,5,06:28:24,06:40:07,06:40:42,06:51:55
274,7,06:32:27,06:43:10,06:43:45,06:54:58
275,3,06:35:48,06:46:31,06:47:06,06:58:19
276,1,06:38:51,06:49:34,06:50:09,07:01:22
277,5,06:41:12,06:52:55,06:53:30,07:04:43
278,7,06:44:15,06:55:58,06:56:33,07:07:46
279,3,06:47:36,06:59:19,06:59:54,07:11:07
280,1,06:50:39,07:02:22,07:02:57,07:14:10
281,5,06:54:00,07:05:43,07:06:18,07:17:31
282,7,06:57:03,07:08:46,07:09:21,07:20:34
283,3,07:00:24,07:12:07,07:12:42,07:23:55
284,1,07:03:27,07:15:10,07:15:45,07:26:58
285,5,07:06:48,07:18:31,07:19:06,07:30:19
286,7,07:09:51,07:21:34,07:22:09,07:33:22
287,3,07:13:12,07:24:55,07:25:30,07:36:43
288,1,07:16:15,07:27:58,07:28:33,07:39:46
289,5,07:19:36,07:31:19,07:31:54,07:43:07
290,7,07:22:39,07:34:22,07:34:57,07:46:10
291,3,07:26:00,07:37:43,07:38:18,07:49:31
292,1,07:29:03,07:40:46,07:41:21,07:52:34
293,5,07:32:24,07:44:07,07:44:42,07:55:55
294,7,07:35:27,07:47:10,07:47:45,07:58:58
295,3,07:38:48,07:50:31,07:51:06,00:00:00
296,1,07:41:51,07:53:34,07:54:09,00:00:00
297,5,07:45:12,07:56:55,07:57:30,00:00:00
298,8,07:48:15,07:59:58,00:00:00,00:00:00
299,4,07:51:36,00:00:00,00:00:00,00:00:00
300,2,07:54:39,00:00:00,00:00:00,00:00:00
301,6,07:58:00,00:00:00,00:00:00,00:00:00
