material_id,cnc_num,load_start_time,unload_start_time
157,5,04:08:58,04:20:58
158,6,04:10:22,04:22:17
159,7,04:12:04,04:24:04
160,8,04:13:28,04:25:23
161,1,04:15:38,04:27:38
162,2,04:17:02,04:28:57
163,3,04:18:44,04:30:44
164,4,04:20:08,04:32:03
165,5,04:21:50,04:33:50
166,6,04:23:14,04:35:09
167,7,04:24:56,04:36:56
168,8,04:26:20,04:38:15
169,1,04:28:30,04:40:30
170,2,04:29:54,04:41:49
171,3,04:31:36,04:43:36
172,4,04:33:00,04:44:55
173,5,04:34:42,04:46:42
174,6,04:36:06,04:48:01
175,7,04:37:48,04:49:48
176,8,04:39:12,04:51:07
177,1,04:41:22,04:53:22
178,2,04:42:46,04:54:41
179,3,04:44:28,04:56:28
180,4,04:45:52,04:57:47
181,5,04:47:34,04:59:34
182,6,04:48:58,05:00:53
183,7,04:50:40,05:02:40
184,8,04:52:04,05:03:59
185,1,04:54:14,05:06:14
186,2,04:55:38,05:07:33
187,3,04:57:20,05:09:20
188,4,04:58:44,05:10:39
189,5,05:00:26,05:12:26
190,6,05:01:50,05:13:45
191,7,05:03:32,05:15:32
192,8,05:04:56,05:16:51
193,1,05:07:06,05:19:06
194,2,05:08:30,05:20:25
195,3,05:10:12,05:22:12
196,4,05:11:36,05:23:31
197,5,05:13:18,05:25:18
198,6,05:14:42,05:26:37
199,7,05:16:24,05:28:24
200,8,05:17:48,05:29:43
201,1,05:19:58,05:31:58
202,2,05:21:22,05:33:17
203,3,05:23:04,05:35:04
204,4,05:24:28,05:36:23
205,5,05:26:10,05:38:10
206,6,05:27:34,05:39:29
207,7,05:29:16,05:41:16
208,8,05:30:40,05:42:35
209,1,05:32:50,05:44:50
210,2,05:34:14,05:46:09
211,3,05:35:56,05:47:56
212,4,05:37:20,05:49:15
213,5,05:39:02,05:51:02
214,6,05:40:26,05:52:21
215,7,05:42:08,05:54:08
216,8,05:43:32,05:55:27
217,1,05:45:42,05:57:42
218,2,05:47:06,05:59:01
219,3,05:48:48,06:00:48
220,4,05:50:12,06:02:07
221,5,05:51:54,06:03:54
222,6,05:53:18,06:05:13
223,7,05:55:00,06:07:00
224,8,05:56:24,06:08:19
225,1,05:58:34,06:10:34
226,2,05:59:58,06:11:53
227,3,06:01:40,06:13:40
228,4,06:03:04,06:14:59
229,5,06:04:46,06:16:46
230,6,06:06:10,06:18:05
231,7,06:07:52,06:19:52
232,8,06:09:16,06:21:11
233,1,06:11:26,06:23:26
234,2,06:12:50,06:24:45
235,3,06:14:32,06:26:32
236,4,06:15:56,06:27:51
237,5,06:17:38,06:29:38
238,6,06:19:02,06:30:57
239,7,06:20:44,06:32:44
240,8,06:22:08,06:34:03
241,1,06:24:18,06:36:18
242,2,06:25:42,06:37:37
243,3,06:27:24,06:39:24
244,4,06:28:48,06:40:43
245,5,06:30:30,06:42:30
246,6,06:31:54,06:43:49
247,7,06:33:36,06:45:36
248,8,06:35:00,06:46:55
249,1,06:37:10,06:49:10
250,2,06:38:34,06:50:29
251,3,06:40:16,06:52:16
252,4,06:41:40,06:53:35
253,5,06:43:22,06:55:22
254,6,06:44:46,06:56:41
255,7,06:46:28,06:58:28
256,8,06:47:52,06:59:47
257,1,06:50:02,07:02:02
258,2,06:51:26,07:03:21
259,3,06:53:08,07:05:08
260,4,06:54:32,07:06:27
261,5,06:56:14,07:08:14
262,6,06:57:38,07:09:33
263,7,06:59:20,07:11:20
264,8,07:00:44,07:12:39
265,1,07:02:54,07:14:54
266,2,07:04:18,07:16:13
267,3,07:06:00,07:18:00
268,4,07:07:24,07:19:19
269,5,07:09:06,07:21:06
270,6,07:10:30,07:22:25
271,7,07:12:12,07:24:12
272,8,07:13:36,07:25:31
273,1,07:15:46,07:27:46
274,2,07:17:10,07:29:05
275,3,07:18:52,07:30:52
276,4,07:20:16,07:32:11
277,5,07:21:58,07:33:58
278,6,07:23:22,07:35:17
279,7,07:25:04,07:37:04
280,8,07:26:28,07:38:23
281,1,07:28:38,07:40:38
282,2,07:30:02,07:41:57
283,3,07:31:44,07:43:44
284,4,07:33:08,07:45:03
285,5,07:34:50,07:46:50
286,6,07:36:14,07:48:09
287,7,07:37:56,07:49:56
288,8,07:39:20,07:51:15
289,1,07:41:30,07:53:30
290,2,07:42:54,07:54:49
291,3,07:44:36,07:56:36
292,4,07:46:00,07:57:55
293,5,07:47:42,07:59:42
294,6,07:49:06,00:00:00
295,7,07:50:48,00:00:00
296,8,07:52:12,00:00:00
297,1,07:54:22,00:00:00
298,2,07:55:46,00:00:00
299,3,07:57:28,00:00:00
300,4,07:58:52,00:00:00
