material_id,cnc_num,load_raw_start,unload_half_start,load_half_start,unload_pipe_start
35330,7,02:30:19,02:40:38,02:41:09,02:51:03
35331,1,02:33:28,02:43:47,02:44:18,02:54:12
35332,3,02:36:11,02:46:30,02:47:01,02:56:55
35333,5,02:38:54,02:49:13,02:49:44,02:59:38
35334,7,02:41:37,02:51:56,02:52:27,03:02:21
35335,1,02:44:46,02:55:05,02:55:36,03:05:30
35336,3,02:47:29,02:57:48,02:58:19,03:08:13
35337,5,02:50:12,03:00:31,03:01:02,03:10:56
35338,7,02:52:55,03:03:14,03:03:45,03:13:39
35339,1,02:56:04,03:06:23,03:06:54,03:16:48
35340,3,02:58:47,03:09:06,03:09:37,03:19:31
35341,5,03:01:30,03:11:49,03:12:20,03:22:14
35342,7,03:04:13,03:14:32,03:15:03,03:24:57
35343,1,03:07:22,03:17:41,03:18:12,03:28:06
35344,3,03:10:05,03:20:24,03:20:55,03:30:49
35345,5,03:12:48,03:23:07,03:23:38,03:33:32
35346,7,03:15:31,03:25:50,03:26:21,03:36:15
35347,1,03:18:40,03:28:59,03:29:30,03:39:24
35348,3,03:21:23,03:31:42,03:32:13,03:42:07
35349,5,03:24:06,03:34:25,03:34:56,03:44:50
35350,7,03:26:49,03:37:08,03:37:39,03:47:33
35351,1,03:29:58,03:40:17,03:40:48,03:50:42
35352,3,03:32:41,03:43:00,03:43:31,03:53:25
35353,5,03:35:24,03:45:43,03:46:14,03:56:08
35354,7,03:38:07,03:48:26,03:48:57,03:58:51
35355,1,03:41:16,03:51:35,03:52:06,04:02:00
35356,3,03:43:59,03:54:18,03:54:49,04:04:43
35357,5,03:46:42,03:57:01,03:57:32,04:07:26
35358,7,03:49:25,03:59:44,04:00:15,04:10:09
35359,1,03:52:34,04:02:53,04:03:24,04:13:18
35360,3,03:55:17,04:05:36,04:06:07,04:16:01
35361,5,03:58:00,04:08:19,04:08:50,04:18:44
35362,7,04:00:43,04:11:02,04:11:33,04:21:27
35363,1,04:03:52,04:14:11,04:14:42,04:24:36
35364,3,04:06:35,04:16:54,04:17:25,04:27:19
35365,5,04:09:18,04:19:37,04:20:08,04:30:02
35366,7,04:12:01,04:22:20,04:22:51,04:32:45
35367,1,04:15:10,04:25:29,04:26:00,04:35:54
35368,3,04:17:53,04:28:12,04:28:43,04:38:37
35369,5,04:20:36,04:30:55,04:31:26,04:41:20
35370,7,04:23:19,04:33:38,04:34:09,04:44:03
35371,1,04:26:28,04:36:47,04:37:18,04:47:12
35372,3,04:29:11,04:39:30,04:40:01,04:49:55
35373,5,04:31:54,04:42:13,04:42:44,04:52:38
35374,7,04:34:37,04:44:56,04:45:27,04:55:21
35375,1,04:37:46,04:48:05,04:48:36,04:58:30
35376,3,04:40:29,04:50:48,04:51:19,05:01:13
35377,5,04:43:12,04:53:31,04:54:02,05:03:56
35378,7,04:45:55,04:56:14,04:56:45,05:06:39
35379,1,04:49:04,04:59:23,04:59:54,05:09:48
35380,3,04:51:47,05:02:06,05:02:37,05:12:31
35381,5,04:54:30,05:04:49,05:05:20,05:15:14
35382,7,04:57:13,05:07:32,05:08:03,05:17:57
35383,1,05:00:22,05:10:41,05:11:12,05:21:06
35384,3,05:03:05,05:13:24,05:13:55,05:23:49
35385,5,05:05:48,05:16:07,05:16:38,05:26:32
35386,7,05:08:31,05:18:50,05:19:21,05:29:15
35387,1,05:11:40,05:21:59,05:22:30,05:32:24
35388,3,05:14:23,05:24:42,05:25:13,05:35:07
35389,5,05:17:06,05:27:25,05:27:56,05:37:50
35390,7,05:19:49,05:30:08,05:30:39,05:40:33
35391,1,05:22:58,05:33:17,05:33:48,05:43:42
35392,3,05:25:41,05:36:00,05:36:31,05:46:25
35393,5,05:28:24,05:38:43,05:39:14,05:49:08
35394,7,05:31:07,05:41:26,05:41:57,05:51:51
35395,1,05:34:16,05:44:35,05:45:06,05:55:00
35396,3,05:36:59,05:47:18,05:47:49,05:57:43
35397,5,05:39:42,05:50:01,05:50:32,06:00:26
35398,7,05:42:25,05:52:44,05:53:15,06:03:09
35399,1,05:45:34,05:55:53,05:56:24,06:06:18
35400,3,05:48:17,05:58:36,05:59:07,06:09:01
35401,5,05:51:00,06:01:19,06:01:50,06:11:44
35402,7,05:53:43,06:04:02,06:04:33,06:14:27
35403,1,05:56:52,06:07:11,06:07:42,06:17:36
35404,3,05:59:35,06:09:54,06:10:25,06:20:19
35405,5,06:02:18,06:12:37,06:13:08,06:23:02
35406,7,06:05:01,06:15:20,06:15:51,06:25:45
35407,1,06:08:10,06:18:29,06:19:00,06:28:54
35408,3,06:10:53,06:21:12,06:21:43,06:31:37
35409,5,06:13:36,06:23:55,06:24:26,06:34:20
35410,7,06:16:19,06:26:38,06:27:09,06:37:03
35411,1,06:19:28,06:29:47,06:30:18,06:40:12
35412,3,06:22:11,06:32:30,06:33:01,06:42:55
35413,5,06:24:54,06:35:13,06:35:44,06:45:38
35414,7,06:27:37,06:37:56,06:38:27,06:48:21
35415,1,06:30:46,06:41:05,06:41:36,06:51:30
35416,3,06:33:29,06:43:48,06:44:19,06:54:13
35417,5,06:36:12,06:46:31,06:47:02,06:56:56
35418,7,06:38:55,06:49:14,06:49:45,06:59:39
35419,1,06:42:04,06:52:23,06:52:54,07:02:48
35420,3,06:44:47,06:55:06,06:55:37,07:05:31
35421,5,06:47:30,06:57:49,06:58:20,07:08:14
35422,7,06:50:13,07:00:32,07:01:03,07:10:57
35423,1,06:53:22,07:03:41,07:04:12,07:14:06
35424,3,06:56:05,07:06:24,07:06:55,07:16:49
35425,5,06:58:48,07:09:07,07:09:38,07:19:32
35426,7,07:01:31,07:11:50,07:12:21,07:22:15
35427,1,07:04:40,07:14:59,07:15:30,07:25:24
35428,3,07:07:23,07:17:42,07:18:13,07:28:07
35429,5,07:10:06,07:20:25,07:20:56,07:30:50
35430,7,07:12:49,07:23:08,07:23:39,07:33:33
35431,1,07:15:58,07:26:17,07:26:48,07:36:42
35432,3,07:18:41,07:29:00,07:29:31,07:39:25
35433,5,07:21:24,07:31:43,07:32:14,07:42:08
35434,7,07:24:07,07:34:26,07:34:57,07:44:51
35435,1,07:27:16,07:37:35,07:38:06,07:48:00
35436,3,07:29:59,07:40:18,07:40:49,07:50:43
35437,5,07:32:42,07:43:01,07:43:32,07:53:26
35438,7,07:35:25,07:45:44,07:46:15,07:56:09
35439,1,07:38:34,07:48:53,07:49:24,07:59:18
35440,3,07:41:17,07:51:36,07:52:07,00:00:00
35441,5,07:44:00,07:54:19,07:54:50,00:00:00
35442,7,07:46:43,07:57:02,07:57:33,00:00:00
35443,2,07:49:52,00:00:00,00:00:00,00:00:00
35444,4,07:52:35,00:00:00,00:00:00,00:00:00
35445,6,07:55:18,00:00:00,00:00:00,00:00:00
35446,8,07:58:01,00:00:00,00:00:00,00:00:00
