material_id,cnc_num,load_start_time,unload_start_time
148,4,04:28:53,04:42:36
149,5,04:30:51,04:44:39
150,6,04:32:26,04:46:09
151,7,04:34:24,04:48:12
152,8,04:35:59,04:49:42
153,1,04:38:33,04:52:21
154,2,04:40:08,04:53:51
155,3,04:42:06,04:55:54
156,4,04:43:41,04:57:24
157,5,04:45:39,04:59:27
158,6,04:47:14,05:00:57
159,7,04:49:12,05:03:00
160,8,04:50:47,05:04:30
161,1,04:53:21,05:07:09
162,2,04:54:56,05:08:39
163,3,04:56:54,05:10:42
164,4,04:58:29,05:12:12
165,5,05:00:27,05:14:15
166,6,05:02:02,05:15:45
167,7,05:04:00,05:17:48
168,8,05:05:35,05:19:18
169,1,05:08:09,05:21:57
170,2,05:09:44,05:23:27
171,3,05:11:42,05:25:30
172,4,05:13:17,05:27:00
173,5,05:15:15,05:29:03
174,6,05:16:50,05:30:33
175,7,05:18:48,05:32:36
176,8,05:20:23,05:34:06
177,1,05:22:57,05:36:45
178,2,05:24:32,05:38:15
179,3,05:26:30,05:40:18
180,4,05:28:05,05:41:48
181,5,05:30:03,05:43:51
182,6,05:31:38,05:45:21
183,7,05:33:36,05:47:24
184,8,05:35:11,05:48:54
185,1,05:37:45,05:51:33
186,2,05:39:20,05:53:03
187,3,05:41:18,05:55:06
188,4,05:42:53,05:56:36
189,5,05:44:51,05:58:39
190,6,05:46:26,06:00:09
191,7,05:48:24,06:02:12
192,8,05:49:59,06:03:42
193,1,05:52:33,06:06:21
194,2,05:54:08,06:07:51
195,3,05:56:06,06:09:54
196,4,05:57:41,06:11:24
197,5,05:59:39,06:13:27
198,6,06:01:14,06:14:57
199,7,06:03:12,06:17:00
200,8,06:04:47,06:18:30
201,1,06:07:21,06:21:09
202,2,06:08:56,06:22:39
203,3,06:10:54,06:24:42
204,4,06:12:29,06:26:12
205,5,06:14:27,06:28:15
206,6,06:16:02,06:29:45
207,7,06:18:00,06:31:48
208,8,06:19:35,06:33:18
209,1,06:22:09,06:35:57
210,2,06:23:44,06:37:27
211,3,06:25:42,06:39:30
212,4,06:27:17,06:41:00
213,5,06:29:15,06:43:03
214,6,06:30:50,06:44:33
215,7,06:32:48,06:46:36
216,8,06:34:23,06:48:06
217,1,06:36:57,06:50:45
218,2,06:38:32,06:52:15
219,3,06:40:30,06:54:18
220,4,06:42:05,06:55:48
221,5,06:44:03,06:57:51
222,6,06:45:38,06:59:21
223,7,06:47:36,07:01:24
224,8,06:49:11,07:02:54
225,1,06:51:45,07:05:33
226,2,06:53:20,07:07:03
227,3,06:55:18,07:09:06
228,4,06:56:53,07:10:36
229,5,06:58:51,07:12:39
230,6,07:00:26,07:14:09
231,7,07:02:24,07:16:12
232,8,07:03:59,07:17:42
233,1,07:06:33,07:20:21
234,2,07:08:08,07:21:51
235,3,07:10:06,07:23:54
236,4,07:11:41,07:25:24
237,5,07:13:39,07:27:27
238,6,07:15:14,07:28:57
239,7,07:17:12,07:31:00
240,8,07:18:47,07:32:30
241,1,07:21:21,07:35:09
242,2,07:22:56,07:36:39
243,3,07:24:54,07:38:42
244,4,07:26:29,07:40:12
245,5,07:28:27,07:42:15
246,6,07:30:02,07:43:45
247,7,07:32:00,07:45:48
248,8,07:33:35,07:47:18
249,1,07:36:09,07:49:57
250,2,07:37:44,07:51:27
251,3,07:39:42,07:53:30
252,4,07:41:17,07:55:00
253,5,07:43:15,07:57:03
254,6,07:44:50,07:58:33
255,7,07:46:48,00:00:00
256,8,07:48:23,00:00:00
257,1,07:50:57,00:00:00
258,2,07:52:32,00:00:00
259,3,07:54:30,00:00:00
260,4,07:56:05,00:00:00
261,5,07:58:03,00:00:00
262,6,07:59:38,00:00:00
