material_id,cnc_num,load_raw_start,unload_half_start,load_half_start,unload_pipe_start
233,7,03:12:42,03:23:25,03:23:57,03:31:48
234,5,03:16:12,03:26:24,03:27:09,00:00:00
235,1,03:18:48,03:29:31,03:30:03,03:34:57
236,5,03:21:43,03:39:46,03:40:18,03:47:23
237,7,03:24:24,03:32:40,03:33:12,03:38:36
238,1,03:27:54,03:36:07,03:36:52,03:44:28
239,1,03:30:30,03:45:20,03:45:52,03:50:48
240,7,03:33:39,05:15:22,05:15:54,05:29:12
241,5,03:37:37,03:48:33,03:49:18,03:54:47
242,1,03:40:45,03:52:12,03:53:16,03:58:22
243,5,03:43:38,03:55:57,03:56:47,04:01:17
244,1,03:46:19,03:59:14,03:59:46,04:04:42
245,5,03:50:03,04:02:27,04:03:12,04:08:41
246,1,03:54:15,04:06:06,04:07:10,04:12:16
247,5,03:57:32,04:09:51,04:10:41,04:15:11
248,1,04:00:13,04:13:08,04:13:40,04:18:36
249,5,04:03:57,04:16:21,04:17:06,04:22:35
250,1,04:08:09,04:20:00,04:21:04,04:26:10
251,5,04:11:26,04:23:45,04:24:35,04:29:05
252,1,04:14:07,04:27:02,04:27:34,04:32:30
253,5,04:17:51,04:30:15,04:31:00,04:36:29
254,1,04:22:03,04:33:54,04:34:58,04:40:04
255,5,04:25:20,04:37:39,04:38:29,04:42:59
256,1,04:28:01,04:40:56,04:41:28,04:46:24
257,5,04:31:45,04:44:09,04:44:54,04:50:23
258,1,04:35:57,04:47:48,04:48:52,04:53:58
259,5,04:39:14,04:51:33,04:52:23,04:56:53
260,1,04:41:55,04:54:50,04:55:22,05:00:18
261,5,04:45:39,04:58:03,04:58:48,05:04:17
262,1,04:49:51,05:01:42,05:02:46,05:08:24
263,5,04:53:08,05:05:27,05:06:17,05:11:49
264,2,04:55:49,00:00:00,00:00:00,00:00:00
265,1,04:59:33,05:09:34,05:10:19,05:18:35
266,5,05:03:45,05:12:41,05:13:13,05:17:11
267,4,05:07:02,00:00:00,00:00:00,00:00:00
268,1,05:07:52,05:19:27,05:19:59,05:24:03
269,5,05:11:04,05:21:48,05:22:33,05:28:02
270,1,05:13:40,05:25:27,05:26:31,05:34:22
271,7,05:16:21,05:30:04,05:30:36,05:39:58
272,1,05:20:26,05:35:14,05:35:46,05:46:04
273,1,05:21:16,07:44:42,07:45:32,07:52:05
274,5,05:23:18,05:32:07,05:32:52,05:37:17
275,5,05:27:30,05:38:09,05:38:41,05:42:39
276,7,05:31:03,05:40:50,05:41:22,05:51:40
277,5,05:33:37,05:43:49,05:44:34,05:48:59
278,1,05:36:13,05:46:56,05:47:28,05:57:46
279,5,05:39:08,05:49:51,05:50:23,05:54:21
280,7,05:41:49,05:52:32,05:53:04,06:03:22
281,5,05:45:19,05:55:31,05:56:16,06:00:41
282,1,05:47:55,05:58:38,05:59:10,06:09:28
283,5,05:50:50,06:01:33,06:02:05,06:06:03
284,7,05:53:31,06:04:14,06:04:46,06:15:04
285,5,05:57:01,06:07:13,06:07:58,06:12:23
286,1,05:59:37,06:10:20,06:10:52,06:21:10
287,5,06:02:32,06:13:15,06:13:47,06:17:45
288,7,06:05:13,06:15:56,06:16:28,06:26:46
289,5,06:08:43,06:18:55,06:19:40,06:24:05
290,1,06:11:19,06:22:02,06:22:34,06:32:52
291,5,06:14:14,06:24:57,06:25:29,06:29:27
292,7,06:16:55,06:27:38,06:28:10,06:38:28
293,5,06:20:25,06:30:37,06:31:22,06:35:47
294,1,06:23:01,06:33:44,06:34:16,06:44:34
295,5,06:25:56,06:36:39,06:37:11,06:41:09
296,7,06:28:37,06:39:20,06:39:52,06:50:10
297,5,06:32:07,06:42:19,06:43:04,06:47:29
298,1,06:34:43,06:45:26,06:45:58,06:56:16
299,5,06:37:38,06:48:21,06:48:53,06:52:51
300,7,06:40:19,06:51:02,06:51:34,07:01:52
301,5,06:43:49,06:54:01,06:54:46,06:59:11
302,1,06:46:25,06:57:08,06:57:40,07:07:58
303,5,06:49:20,07:00:03,07:00:35,07:04:33
304,7,06:52:01,07:02:44,07:03:16,07:13:34
305,5,06:55:31,07:05:43,07:06:28,07:10:53
306,1,06:58:07,07:08:50,07:09:22,07:19:40
307,5,07:01:02,07:11:45,07:12:17,07:16:15
308,7,07:03:43,07:14:26,07:14:58,07:25:16
309,5,07:07:13,07:17:25,07:18:10,07:22:35
310,1,07:09:49,07:20:32,07:21:04,07:31:22
311,5,07:12:44,07:23:27,07:23:59,07:27:57
312,7,07:15:25,07:26:08,07:26:40,07:36:58
313,5,07:18:55,07:29:07,07:29:52,07:34:17
314,1,07:21:31,07:32:14,07:32:46,00:00:00
315,5,07:24:26,07:35:09,07:35:41,07:39:39
316,7,07:27:07,07:37:50,07:38:22,07:43:18
317,5,07:30:37,07:40:49,07:41:34,07:48:02
318,7,07:33:13,07:45:59,07:47:17,07:56:40
319,5,07:36:08,07:48:54,07:49:26,07:55:30
320,7,07:38:49,07:57:32,07:58:04,00:00:00
321,1,07:42:19,07:53:15,07:54:00,00:00:00
322,5,07:49:53,07:59:21,07:59:53,00:00:00
323,4,07:50:43,00:00:00,00:00:00,00:00:00
324,2,07:51:33,00:00:00,00:00:00,00:00:00
325,3,07:54:45,00:00:00,00:00:00,00:00:00
326,8,07:58:31,00:00:00,00:00:00,00:00:00
